rpm,phi,rgf,p_ivc_bar,misfire,error,theta_IGN,theta_25,theta_50,theta_75,theta_90,C_eff,T_peak_K,P_TDC_bar,phi_prime,gamma_ivc,IMEP_bar
1345.2110723462442,0.6596809137194792,0.5772412294266913,1.2796041950109742,False,,-14.41269655541918,-6.860042164241235,-3.9430145918280863,-1.4555560086659396,0.24548848542753374,0.9999999999999984,1821.623463197004,39.090193631828114,0.27888589205472397,1.3537754946516392,4.359858617991573
2062.1759210189207,0.32764451896928437,0.3981158796450627,1.0904375142822997,False,,-15.501426393073986,-7.483020828808864,-4.3218961274141225,-1.3333339694337407,0.9640168877193713,0.999995455616941,1620.9326636854626,34.49118126055267,0.1972040330889443,1.3678763568798045,2.723953268977855
1945.8448577448548,0.2678164130538382,0.5659513844239349,1.2573933919534421,False,,-16.321189642250015,-8.567714443099492,-5.504642664123099,-2.4151093790197518,0.2584968715340698,0.9982368214938043,1244.045636928251,40.24022657247129,0.11624534331456608,1.3721810091380033,1.0960798241418912
2932.7276780497637,0.7145497606961217,0.3009254688313452,2.4192265346218575,False,,-29.643630746394138,-9.249432806740524,-6.630212620555728,-5.205082002103517,-4.492191503144104,1.0,2390.515269278743,72.63814060989256,0.4995235389553158,1.3470809806515864,14.511515960273838
3302.3660858924372,0.2724947761244832,0.2861589596576228,1.7662959953115283,False,,-15.438011389418225,-7.4866390625314825,-4.5567594580827,-1.8899882324319244,0.1186003645667777,0.9999999839109461,1623.5391184723987,56.22728700305383,0.19451795447656425,1.3701221107232968,4.432836742888798
2169.740844799984,0.6272321029967101,0.34480264279751527,2.2712006237742175,False,,-16.206882959983716,-8.546698161359055,-6.461120207819803,-5.15172026909733,-4.42024511280246,1.0,2201.3437780347276,69.05122776927581,0.4109608162360011,1.351976374502645,11.397356458559495
1401.0955793189776,0.5671562940202356,0.2562006766729078,1.5735683740808004,False,,-17.141995196315584,-9.78388644034926,-7.797772776831442,-6.537857144042202,-5.836531395403175,1.0,2247.904737169857,48.097207031597485,0.4218504677129526,1.3538250726134808,8.083039234742401
2578.8374997928886,0.7366904174263655,0.3081432261588624,1.85270127238617,False,,-31.040817522378898,-8.187411219274907,-5.343376695817442,-3.689874216569881,-2.831910927253071,1.0,2400.868732809351,55.51213701905984,0.5096842555202863,1.3461296706328534,11.320964038238362
2043.6849970519095,0.5395617504034196,0.5829399803262649,1.0129762791931312,False,,-13.584191850030653,-4.43491908961775,-0.27526667135180455,4.275410419832682,8.25950263412453,0.9887579368723306,1239.3168616932412,31.37166483992893,0.2250296342384451,1.3592407114170117,1.5826545031014854
3149.1045149144634,0.5065014643309462,0.5157804334618016,1.5753852952831535,False,,-13.251217805773416,-4.277185807741871,-0.5351070651984008,3.1265665184803955,6.0151815945933995,0.9999206614909248,1613.8264224102,48.78518770850887,0.24525791950929354,1.3599872707608167,4.618974386460371
1374.7691659846926,0.38309489386951767,0.37232829303617376,1.4671214675860138,False,,-17.731586700892848,-10.610192707473843,-8.332289842094653,-6.542195679465911,-5.361948621296269,0.9999999998284516,1811.1833236759499,46.07021319081639,0.240457825964206,1.3647157510387593,4.465710348253542
2592.566642560912,0.39641554905420506,0.39183546165952066,1.5465969804769357,False,,-15.100499620887472,-7.0461239325052665,-4.110401316016123,-1.550534441168193,0.2548219822249168,0.9999999997368451,1777.252510099904,48.499518241359446,0.24108587938153828,1.3641930654312586,4.760470136988553
1448.951638924603,0.7779680656927999,0.4706199320511132,1.4979128385011538,False,,-46.530613300730536,-13.107073234757213,-9.69271532958668,-7.691053942099754,-6.59338863814863,0.9999999999999997,2163.841738713362,44.95372409912921,0.41184078747851843,1.3468861753736365,7.28126229363703
